cruise,datetime,latitude,longitude,depth_m,Orgpicopro_cells_per_ml,Redpicoeuk_cells_per_ml,volume_analyzed_ml,filename
EN668,2021-07-16T23:16:18+00:00,40.8927,-70.8826,5,93185,16800,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(15).fcs
EN668,2021-07-16T23:18:40+00:00,40.8884,-70.8825,5,91592.5,17090,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(16).fcs
EN668,2021-07-16T23:21:01+00:00,40.8856,-70.8825,5,91200,17030,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(17).fcs
EN668,2021-07-16T23:23:22+00:00,40.8827,-70.8827,5,88350,16922.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(18).fcs
EN668,2021-07-16T23:25:44+00:00,40.8785,-70.8826,5,85705,16160,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(19).fcs
EN668,2021-07-16T23:28:05+00:00,40.8756,-70.8828,5,83197.5,15735,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(20).fcs
EN668,2021-07-16T23:30:26+00:00,40.8727,-70.8829,5,80365,16177.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(21).fcs
EN668,2021-07-16T23:32:48+00:00,40.8683,-70.8829,5,77782.5,15802.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(22).fcs
EN668,2021-07-16T23:35:09+00:00,40.8653,-70.8832,5,76202.5,16090,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(23).fcs
EN668,2021-07-16T23:37:30+00:00,40.8624,-70.8833,5,73035,15520,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(24).fcs
EN668,2021-07-16T23:39:52+00:00,40.8579,-70.8834,5,72977.5,15790,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(25).fcs
EN668,2021-07-16T23:42:13+00:00,40.855,-70.8836,5,70620,15880,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(26).fcs
EN668,2021-07-16T23:44:34+00:00,40.8506,-70.8838,5,70845,16257.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(27).fcs
EN668,2021-07-16T23:46:56+00:00,40.8477,-70.8839,5,70335,16277.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(28).fcs
EN668,2021-07-16T23:49:17+00:00,40.8447,-70.8842,5,68740,16505,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(29).fcs
EN668,2021-07-16T23:51:38+00:00,40.8403,-70.8843,5,68255,16495,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(30).fcs
EN668,2021-07-16T23:54:00+00:00,40.8375,-70.8846,5,70215,16862.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(31).fcs
EN668,2021-07-16T23:56:21+00:00,40.8348,-70.8847,5,71195,17390,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(32).fcs
EN668,2021-07-16T23:58:42+00:00,40.8307,-70.8847,5,70942.5,16742.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(33).fcs
EN668,2021-07-17T00:01:03+00:00,40.8279,-70.8849,5,70972.5,16202.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(34).fcs
EN668,2021-07-17T00:03:25+00:00,40.8251,-70.8849,5,71152.5,16675,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(35).fcs
EN668,2021-07-17T00:05:46+00:00,40.8208,-70.8851,5,71662.5,16255,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(36).fcs
EN668,2021-07-17T00:08:08+00:00,40.818,-70.8852,5,72765,16595,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(37).fcs
EN668,2021-07-17T00:10:29+00:00,40.8152,-70.885,5,72455,17277.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(38).fcs
EN668,2021-07-17T00:12:50+00:00,40.8109,-70.885,5,72347.5,17295,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(39).fcs
EN668,2021-07-17T00:15:12+00:00,40.8081,-70.8851,5,73065,17182.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(40).fcs
EN668,2021-07-17T00:17:33+00:00,40.8039,-70.885,5,74770,17277.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(41).fcs
EN668,2021-07-17T00:19:54+00:00,40.8011,-70.8851,5,74975,16910,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(42).fcs
EN668,2021-07-17T00:22:16+00:00,40.7983,-70.8849,5,75482.5,17207.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(43).fcs
EN668,2021-07-17T00:24:37+00:00,40.7941,-70.885,5,75160,17580,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(44).fcs
EN668,2021-07-17T00:26:58+00:00,40.7913,-70.8851,5,75460,17082.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(45).fcs
EN668,2021-07-17T00:29:20+00:00,40.7884,-70.8852,5,77287.5,17275,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(46).fcs
EN668,2021-07-17T00:31:41+00:00,40.7842,-70.8852,5,77995,17435,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(47).fcs
EN668,2021-07-17T00:34:02+00:00,40.7815,-70.8853,5,79315,17240,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(48).fcs
EN668,2021-07-17T00:36:24+00:00,40.7787,-70.8854,5,79495,17810,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(49).fcs
EN668,2021-07-17T00:38:45+00:00,40.7746,-70.8853,5,76832.5,18735,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(50).fcs
EN668,2021-07-17T00:41:17+00:00,40.7719,-70.8854,5,78437.5,18725,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(1).fcs
EN668,2021-07-17T00:43:39+00:00,40.7677,-70.8852,5,82262.5,18612.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(2).fcs
EN668,2021-07-17T00:46:01+00:00,40.7649,-70.8851,5,83590,18607.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(3).fcs
EN668,2021-07-17T00:48:21+00:00,40.7622,-70.885,5,83222.5,19417.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(4).fcs
EN668,2021-07-17T00:50:43+00:00,40.7582,-70.8847,5,83175,19297.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(5).fcs
EN668,2021-07-17T00:53:04+00:00,40.7555,-70.8844,5,83885,19620,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(6).fcs
EN668,2021-07-17T00:55:25+00:00,40.7528,-70.8842,5,83542.5,19797.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(7).fcs
EN668,2021-07-17T00:57:47+00:00,40.7487,-70.8842,5,82947.5,20190,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(8).fcs
EN668,2021-07-17T01:00:08+00:00,40.746,-70.884,5,84525,20235,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(9).fcs
EN668,2021-07-17T01:02:29+00:00,40.7433,-70.8839,5,83420,20760,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(10).fcs
EN668,2021-07-17T01:04:51+00:00,40.7391,-70.8838,5,83232.5,21772.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(11).fcs
EN668,2021-07-17T01:07:12+00:00,40.7364,-70.8836,5,82907.5,21330,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(12).fcs
EN668,2021-07-17T01:09:33+00:00,40.7323,-70.8837,5,81817.5,21357.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(13).fcs
EN668,2021-07-17T01:11:55+00:00,40.7296,-70.8836,5,79747.5,22122.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(14).fcs
EN668,2021-07-17T01:14:16+00:00,40.7269,-70.8835,5,79682.5,22895,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(15).fcs
EN668,2021-07-17T01:16:38+00:00,40.723,-70.8835,5,80085,23400,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(16).fcs
EN668,2021-07-17T01:18:59+00:00,40.7203,-70.8835,5,80997.5,24607.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(17).fcs
EN668,2021-07-17T01:21:20+00:00,40.7177,-70.8832,5,80362.5,25085,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(18).fcs
EN668,2021-07-17T01:23:41+00:00,40.7138,-70.8832,5,77255,24807.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(19).fcs
EN668,2021-07-17T01:26:03+00:00,40.7111,-70.8831,5,73090,23245,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(20).fcs
EN668,2021-07-17T01:28:24+00:00,40.7085,-70.8828,5,69920,22170,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(21).fcs
EN668,2021-07-17T01:30:46+00:00,40.7045,-70.8825,5,65687.5,22215,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(22).fcs
EN668,2021-07-17T01:33:07+00:00,40.7018,-70.8824,5,57972.5,21377.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(23).fcs
EN668,2021-07-17T01:35:28+00:00,40.7,-70.8823,5,48390,21695,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(24).fcs
EN668,2021-07-17T01:37:49+00:00,40.6987,-70.8822,5,46447.5,21927.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(25).fcs
EN668,2021-07-17T01:40:11+00:00,40.6977,-70.8821,5,47277.5,22142.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(26).fcs
EN668,2021-07-17T01:42:32+00:00,40.696,-70.8821,5,47562.5,22467.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(27).fcs
EN668,2021-07-17T01:44:54+00:00,40.6949,-70.8821,5,48127.5,22425,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(28).fcs
EN668,2021-07-17T01:47:15+00:00,40.6938,-70.8819,5,48390,22975,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(29).fcs
EN668,2021-07-17T01:49:36+00:00,40.6929,-70.8818,5,50200,22815,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(30).fcs
EN668,2021-07-17T01:51:58+00:00,40.6926,-70.8817,5,50597.5,23180,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(31).fcs
EN668,2021-07-17T01:54:19+00:00,40.6921,-70.8815,5,51800,23282.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(32).fcs
EN668,2021-07-17T01:56:40+00:00,40.6917,-70.8826,5,51292.5,23845,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(33).fcs
EN668,2021-07-17T01:59:02+00:00,40.6934,-70.883,5,51450,23540,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(34).fcs
EN668,2021-07-17T02:01:23+00:00,40.697,-70.8834,5,49432.5,23912.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(35).fcs
EN668,2021-07-17T02:03:44+00:00,40.704,-70.8831,5,45190,22845,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(36).fcs
EN668,2021-07-17T02:06:06+00:00,40.709,-70.8829,5,51932.5,22290,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(37).fcs
EN668,2021-07-17T02:08:27+00:00,40.714,-70.8826,5,64510,23005,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(38).fcs
EN668,2021-07-17T02:10:48+00:00,40.7216,-70.8831,5,74017.5,25950,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(39).fcs
EN668,2021-07-17T02:13:10+00:00,40.7266,-70.8834,5,80505,26955,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(40).fcs
EN668,2021-07-17T02:15:31+00:00,40.7343,-70.884,5,81700,26652.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(41).fcs
EN668,2021-07-17T02:17:52+00:00,40.7395,-70.8842,5,79122.5,24310,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(42).fcs
EN668,2021-07-17T02:20:14+00:00,40.7446,-70.8846,5,81780,22577.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(43).fcs
EN668,2021-07-17T02:22:35+00:00,40.7523,-70.8852,5,83097.5,22027.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(44).fcs
EN668,2021-07-17T02:24:56+00:00,40.7574,-70.8855,5,86040,21252.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(45).fcs
EN668,2021-07-17T02:27:18+00:00,40.7625,-70.8859,5,85320,20757.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(46).fcs
EN668,2021-07-17T02:29:39+00:00,40.7702,-70.8864,5,84075,19230,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(47).fcs
EN668,2021-07-17T02:32:00+00:00,40.7753,-70.8868,5,83512.5,18487.5,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(48).fcs
EN668,2021-07-17T02:34:22+00:00,40.7805,-70.8873,5,83472.5,17945,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(49).fcs
EN668,2021-07-17T02:36:43+00:00,40.7884,-70.888,5,83012.5,17695,0.4,NESLTER_EN668_16Jul2021a(10)_Group_day0_Sample(50).fcs
EN668,2021-07-17T02:39:15+00:00,40.7936,-70.8883,5,81907.5,17710,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(1).fcs
EN668,2021-07-17T02:41:37+00:00,40.8015,-70.8889,5,82277.5,17757.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(2).fcs
EN668,2021-07-17T02:43:58+00:00,40.8068,-70.8894,5,82195,17702.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(3).fcs
EN668,2021-07-17T02:46:19+00:00,40.8121,-70.8897,5,81175,17215,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(4).fcs
EN668,2021-07-17T02:48:41+00:00,40.82,-70.8903,5,79660,17045,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(5).fcs
EN668,2021-07-17T02:51:02+00:00,40.8253,-70.8906,5,75897.5,17220,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(6).fcs
EN668,2021-07-17T02:53:23+00:00,40.8305,-70.8909,5,75787.5,17415,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(7).fcs
EN668,2021-07-17T02:55:45+00:00,40.8384,-70.8913,5,73607.5,17540,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(8).fcs
EN668,2021-07-17T02:58:06+00:00,40.8436,-70.8917,5,73400,17157.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(9).fcs
EN668,2021-07-17T03:00:28+00:00,40.8488,-70.8919,5,76132.5,16780,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(10).fcs
EN668,2021-07-17T03:02:49+00:00,40.8568,-70.892,5,75507.5,17092.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(11).fcs
EN668,2021-07-17T03:05:10+00:00,40.862,-70.8915,5,79195,16897.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(12).fcs
EN668,2021-07-17T03:07:31+00:00,40.87,-70.8909,5,81362.5,17285,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(13).fcs
EN668,2021-07-17T03:09:53+00:00,40.8753,-70.8905,5,85122.5,17027.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(14).fcs
EN668,2021-07-17T03:12:14+00:00,40.8805,-70.8901,5,85722.5,17082.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(15).fcs
EN668,2021-07-17T03:14:35+00:00,40.8885,-70.8894,5,85817.5,17112.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(16).fcs
EN668,2021-07-17T03:16:57+00:00,40.8938,-70.8889,5,90205,17442.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(17).fcs
EN668,2021-07-17T03:19:18+00:00,40.8991,-70.8884,5,92097.5,17290,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(18).fcs
EN668,2021-07-17T03:21:39+00:00,40.9071,-70.8879,5,96790,17487.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(19).fcs
EN668,2021-07-17T03:26:22+00:00,40.9176,-70.8866,5,95185,18307.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(21).fcs
EN668,2021-07-17T03:28:43+00:00,40.9256,-70.8859,5,96167.5,19035,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(22).fcs
EN668,2021-07-17T03:31:05+00:00,40.9309,-70.8853,5,97817.5,19060,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(23).fcs
EN668,2021-07-17T03:33:26+00:00,40.9362,-70.8847,5,98970,19720,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(24).fcs
EN668,2021-07-17T03:35:47+00:00,40.9441,-70.8838,5,99380,19827.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(25).fcs
EN668,2021-07-17T03:38:09+00:00,40.9494,-70.8832,5,97437.5,20000,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(26).fcs
EN668,2021-07-17T03:40:30+00:00,40.9546,-70.8829,5,95562.5,20467.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(27).fcs
EN668,2021-07-17T03:42:51+00:00,40.9625,-70.8827,5,95705,20092.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(28).fcs
EN668,2021-07-17T03:45:14+00:00,40.9677,-70.8825,5,97872.5,19972.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(29).fcs
EN668,2021-07-17T03:47:34+00:00,40.9755,-70.8828,5,98847.5,20965,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(30).fcs
EN668,2021-07-17T03:49:55+00:00,40.9807,-70.8833,5,99747.5,21345,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(31).fcs
EN668,2021-07-17T03:52:17+00:00,40.9859,-70.8836,5,97232.5,21312.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(32).fcs
EN668,2021-07-17T03:54:38+00:00,40.9937,-70.8843,5,94990,21035,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(33).fcs
EN668,2021-07-17T03:57:00+00:00,40.999,-70.8847,5,95905,21120,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(34).fcs
EN668,2021-07-17T03:59:21+00:00,41.0043,-70.8848,5,97527.5,21375,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(35).fcs
EN668,2021-07-17T04:01:42+00:00,41.0122,-70.8846,5,98787.5,22542.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(36).fcs
EN668,2021-07-17T04:04:03+00:00,41.0175,-70.8846,5,101295,23120,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(37).fcs
EN668,2021-07-17T04:06:25+00:00,41.0228,-70.8846,5,102095,24252.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(38).fcs
EN668,2021-07-17T04:08:46+00:00,41.0304,-70.8844,5,101767.5,24355,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(39).fcs
EN668,2021-07-17T04:11:08+00:00,41.0327,-70.8844,5,101120,25212.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(40).fcs
EN668,2021-07-17T04:13:29+00:00,41.0336,-70.8833,5,101842.5,24255,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(41).fcs
EN668,2021-07-17T04:15:50+00:00,41.0332,-70.8821,5,101917.5,24917.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(42).fcs
EN668,2021-07-17T04:18:12+00:00,41.0328,-70.8823,5,102455,25207.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(43).fcs
EN668,2021-07-17T04:20:33+00:00,41.032,-70.8821,5,102382.5,25067.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(44).fcs
EN668,2021-07-17T04:22:54+00:00,41.0318,-70.8819,5,102037.5,24890,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(45).fcs
EN668,2021-07-17T04:25:16+00:00,41.0317,-70.8816,5,102460,25535,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(46).fcs
EN668,2021-07-17T04:27:37+00:00,41.0316,-70.8812,5,101900,25377.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(47).fcs
EN668,2021-07-17T04:29:58+00:00,41.0315,-70.881,5,102105,25592.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(48).fcs
EN668,2021-07-17T04:32:19+00:00,41.0314,-70.8807,5,102772.5,25605,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(49).fcs
EN668,2021-07-17T04:34:41+00:00,41.0314,-70.8804,5,102465,25357.5,0.4,NESLTER_EN668_16Jul2021a(11)_Group_day0_Sample(50).fcs
EN668,2021-07-17T04:37:13+00:00,41.0314,-70.8801,5,102847.5,25595,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(1).fcs
EN668,2021-07-17T04:39:34+00:00,41.0314,-70.8798,5,102950,25760,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(2).fcs
EN668,2021-07-17T04:41:56+00:00,41.0314,-70.8795,5,101175,25877.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(3).fcs
EN668,2021-07-17T04:44:17+00:00,41.0314,-70.8794,5,102477.5,25940,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(4).fcs
EN668,2021-07-17T04:46:38+00:00,41.0313,-70.8791,5,102827.5,25702.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(5).fcs
EN668,2021-07-17T04:49:00+00:00,41.0313,-70.8789,5,102060,26092.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(6).fcs
EN668,2021-07-17T04:51:21+00:00,41.0312,-70.8787,5,102202.5,25910,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(7).fcs
EN668,2021-07-17T04:53:42+00:00,41.031,-70.8785,5,102347.5,26157.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(8).fcs
EN668,2021-07-17T04:56:04+00:00,41.0307,-70.8793,5,102060,26057.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(9).fcs
EN668,2021-07-17T04:58:25+00:00,41.03,-70.8798,5,103020,25777.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(10).fcs
EN668,2021-07-17T05:00:46+00:00,41.0284,-70.8797,5,101672.5,25700,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(11).fcs
EN668,2021-07-17T05:03:09+00:00,41.0274,-70.8797,5,103242.5,25700,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(12).fcs
EN668,2021-07-17T05:05:29+00:00,41.0266,-70.8798,5,102840,26042.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(13).fcs
EN668,2021-07-17T05:07:51+00:00,41.0254,-70.8798,5,101945,25295,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(14).fcs
EN668,2021-07-17T05:10:12+00:00,41.0246,-70.8797,5,102100,25827.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(15).fcs
EN668,2021-07-17T05:12:33+00:00,41.0235,-70.8798,5,102915,26112.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(16).fcs
EN668,2021-07-17T05:14:54+00:00,41.0226,-70.8799,5,103237.5,25562.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(17).fcs
EN668,2021-07-17T05:17:17+00:00,41.0218,-70.88,5,101840,25485,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(18).fcs
EN668,2021-07-17T05:19:37+00:00,41.0208,-70.8799,5,103142.5,24852.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(19).fcs
EN668,2021-07-17T05:21:59+00:00,41.02,-70.88,5,102407.5,25367.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(20).fcs
EN668,2021-07-17T05:24:20+00:00,41.0191,-70.8802,5,103590,24335,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(21).fcs
EN668,2021-07-17T05:26:41+00:00,41.0176,-70.8802,5,102452.5,24557.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(22).fcs
EN668,2021-07-17T05:29:03+00:00,41.0166,-70.8803,5,101427.5,24670,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(23).fcs
EN668,2021-07-17T05:31:24+00:00,41.0157,-70.8805,5,101217.5,24285,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(24).fcs
EN668,2021-07-17T05:33:45+00:00,41.0142,-70.8807,5,100690,23695,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(25).fcs
EN668,2021-07-17T05:36:06+00:00,41.0132,-70.8807,5,100100,23487.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(26).fcs
EN668,2021-07-17T05:38:28+00:00,41.0122,-70.8808,5,99575,23350,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(27).fcs
EN668,2021-07-17T05:40:50+00:00,41.0086,-70.8818,5,99240,23265,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(28).fcs
EN668,2021-07-17T05:43:11+00:00,41.0042,-70.8832,5,96942.5,23150,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(29).fcs
EN668,2021-07-17T05:45:32+00:00,40.9969,-70.8831,5,97815,22275,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(30).fcs
EN668,2021-07-17T05:47:53+00:00,40.9919,-70.8827,5,97977.5,22845,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(31).fcs
EN668,2021-07-17T05:50:15+00:00,40.9868,-70.8827,5,97072.5,22105,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(32).fcs
EN668,2021-07-17T05:52:36+00:00,40.9788,-70.8823,5,96947.5,22482.5,0.4,NESLTER_EN668_16Jul2021a(12)_Group_day0_Sample(33).fcs
