cruise,datetime,latitude,longitude,depth_m,Orgpicopro_cells_per_ml,Redpicoeuk_cells_per_ml,volume_analyzed_ml,filename
EN668,2021-07-17T23:51:01+00:00,40.4458,-70.8827,5,7320,7397.5,0.4,NESLTER_EN668_17Jul2021b(5)_Group_day0_Sample(40).fcs
EN668,2021-07-17T23:53:22+00:00,40.4429,-70.883,5,7682.5,8347.5,0.4,NESLTER_EN668_17Jul2021b(5)_Group_day0_Sample(41).fcs
EN668,2021-07-17T23:55:44+00:00,40.4387,-70.8831,5,6812.5,8102.5,0.4,NESLTER_EN668_17Jul2021b(5)_Group_day0_Sample(42).fcs
EN668,2021-07-18T00:01:07+00:00,40.4317,-70.8834,5,6878.0487804878,7000,0.369,NESLTER_EN668_18Jul2021a_Group_day0_Sample(1).fcs
EN668,2021-07-18T00:05:21+00:00,40.4261,-70.8838,5,6087.5,7622.5,0.4,NESLTER_EN668_18Jul2021a(1)_Group_day0_Sample(1).fcs
EN668,2021-07-18T00:07:39+00:00,40.4219,-70.8838,5,6350,7932.5,0.4,NESLTER_EN668_18Jul2021a(1)_Group_day0_Sample(2).fcs
EN668,2021-07-18T00:24:43+00:00,40.3982,-70.8836,5,8405,9375,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(1).fcs
EN668,2021-07-18T00:27:05+00:00,40.3953,-70.8833,5,9437.5,9867.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(2).fcs
EN668,2021-07-18T00:29:26+00:00,40.3925,-70.8831,5,9155,10045,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(3).fcs
EN668,2021-07-18T00:31:47+00:00,40.3883,-70.8828,5,9105,9775,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(4).fcs
EN668,2021-07-18T00:34:09+00:00,40.3854,-70.8825,5,8327.5,9865,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(5).fcs
EN668,2021-07-18T00:36:30+00:00,40.3826,-70.8825,5,8067.5,10155,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(6).fcs
EN668,2021-07-18T00:38:51+00:00,40.3783,-70.8828,5,7532.5,10372.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(7).fcs
EN668,2021-07-18T00:41:13+00:00,40.3755,-70.8828,5,6927.5,10410,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(8).fcs
EN668,2021-07-18T00:43:34+00:00,40.3714,-70.8847,5,6215,9962.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(9).fcs
EN668,2021-07-18T00:45:55+00:00,40.3688,-70.8864,5,5000,9305,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(10).fcs
EN668,2021-07-18T00:48:17+00:00,40.3662,-70.8873,5,3707.5,8430,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(11).fcs
EN668,2021-07-18T00:50:38+00:00,40.362,-70.8872,5,3287.5,7830,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(12).fcs
EN668,2021-07-18T00:52:59+00:00,40.3592,-70.8868,5,2725,7645,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(13).fcs
EN668,2021-07-18T00:55:21+00:00,40.3564,-70.8861,5,2537.5,8125,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(14).fcs
EN668,2021-07-18T00:57:42+00:00,40.3523,-70.8849,5,2357.5,9032.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(15).fcs
EN668,2021-07-18T01:00:03+00:00,40.3495,-70.8843,5,1927.5,8825,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(16).fcs
EN668,2021-07-18T01:02:25+00:00,40.3468,-70.8843,5,1832.5,8182.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(17).fcs
EN668,2021-07-18T01:04:46+00:00,40.3426,-70.8847,5,1807.5,8260,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(18).fcs
EN668,2021-07-18T01:07:07+00:00,40.3399,-70.8846,5,1635,8055,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(19).fcs
EN668,2021-07-18T01:09:29+00:00,40.3371,-70.8844,5,1700,7390,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(20).fcs
EN668,2021-07-18T01:11:51+00:00,40.3329,-70.884,5,1397.5,7102.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(21).fcs
EN668,2021-07-18T01:14:11+00:00,40.3301,-70.8839,5,1472.5,6717.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(22).fcs
EN668,2021-07-18T01:16:33+00:00,40.3258,-70.8838,5,1410,6267.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(23).fcs
EN668,2021-07-18T01:18:54+00:00,40.3229,-70.8835,5,1387.5,6460,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(24).fcs
EN668,2021-07-18T01:21:15+00:00,40.32,-70.8835,5,1332.5,6935,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(25).fcs
EN668,2021-07-18T01:23:37+00:00,40.3158,-70.8839,5,1592.5,7037.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(26).fcs
EN668,2021-07-18T01:25:58+00:00,40.3129,-70.8839,5,1702.5,7555,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(27).fcs
EN668,2021-07-18T01:28:19+00:00,40.3101,-70.8838,5,2060,8850,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(28).fcs
EN668,2021-07-18T01:30:41+00:00,40.3058,-70.8839,5,1835,8775,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(29).fcs
EN668,2021-07-18T01:33:02+00:00,40.303,-70.8839,5,1905,9022.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(30).fcs
EN668,2021-07-18T01:35:24+00:00,40.3002,-70.8839,5,2020,9007.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(31).fcs
EN668,2021-07-18T01:37:45+00:00,40.296,-70.884,5,1945,9607.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(32).fcs
EN668,2021-07-18T01:40:06+00:00,40.2932,-70.8841,5,1825,9580,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(33).fcs
EN668,2021-07-18T01:42:28+00:00,40.2904,-70.8839,5,1940,9520,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(34).fcs
EN668,2021-07-18T01:44:49+00:00,40.2862,-70.8837,5,1887.5,9517.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(35).fcs
EN668,2021-07-18T01:47:10+00:00,40.2834,-70.8839,5,1975,9592.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(36).fcs
EN668,2021-07-18T01:49:31+00:00,40.2793,-70.884,5,1995,9125,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(37).fcs
EN668,2021-07-18T01:51:53+00:00,40.2766,-70.8839,5,1927.5,9070,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(38).fcs
EN668,2021-07-18T01:54:14+00:00,40.2739,-70.8839,5,2175,8422.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(39).fcs
EN668,2021-07-18T01:56:36+00:00,40.2698,-70.884,5,2192.5,8392.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(40).fcs
EN668,2021-07-18T01:58:57+00:00,40.267,-70.884,5,2290,7882.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(41).fcs
EN668,2021-07-18T02:01:18+00:00,40.2643,-70.884,5,2480,7865,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(42).fcs
EN668,2021-07-18T02:03:39+00:00,40.2602,-70.884,5,2487.5,8440,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(43).fcs
EN668,2021-07-18T02:06:01+00:00,40.2575,-70.884,5,2987.5,7977.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(44).fcs
EN668,2021-07-18T02:08:22+00:00,40.2547,-70.8839,5,3077.5,8002.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(45).fcs
EN668,2021-07-18T02:10:44+00:00,40.2505,-70.884,5,3312.5,7747.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(46).fcs
EN668,2021-07-18T02:13:05+00:00,40.2477,-70.884,5,3387.5,7992.5,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(47).fcs
EN668,2021-07-18T02:15:27+00:00,40.2449,-70.884,5,4067.5,8055,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(48).fcs
EN668,2021-07-18T02:17:48+00:00,40.2407,-70.8839,5,4417.5,7850,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(49).fcs
EN668,2021-07-18T02:20:09+00:00,40.2379,-70.8842,5,4460,7990,0.4,NESLTER_EN668_18Jul2021a(2)_Group_day0_Sample(50).fcs
EN668,2021-07-18T02:22:41+00:00,40.2338,-70.8848,5,4782.5,7570,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(1).fcs
EN668,2021-07-18T02:25:03+00:00,40.2311,-70.8851,5,5375,7630,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(2).fcs
EN668,2021-07-18T02:27:24+00:00,40.2284,-70.8853,5,5252.5,7435,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(3).fcs
EN668,2021-07-18T02:29:45+00:00,40.2243,-70.8856,5,5432.5,7240,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(4).fcs
EN668,2021-07-18T02:32:06+00:00,40.2215,-70.886,5,5412.5,7435,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(5).fcs
EN668,2021-07-18T02:34:28+00:00,40.2187,-70.8858,5,6082.5,7345,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(6).fcs
EN668,2021-07-18T02:36:49+00:00,40.2146,-70.8855,5,6415,7222.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(7).fcs
EN668,2021-07-18T02:39:10+00:00,40.2119,-70.8854,5,6490,7117.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(8).fcs
EN668,2021-07-18T02:41:32+00:00,40.2078,-70.8852,5,5750,7075,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(9).fcs
EN668,2021-07-18T02:43:53+00:00,40.205,-70.885,5,6007.5,7125,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(10).fcs
EN668,2021-07-18T02:46:14+00:00,40.2023,-70.8847,5,6215,6975,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(11).fcs
EN668,2021-07-18T02:48:36+00:00,40.1981,-70.8846,5,6200,7047.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(12).fcs
EN668,2021-07-18T02:50:57+00:00,40.1953,-70.8846,5,6432.5,6992.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(13).fcs
EN668,2021-07-18T02:53:19+00:00,40.1925,-70.8843,5,6947.5,6597.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(14).fcs
EN668,2021-07-18T02:55:40+00:00,40.1884,-70.884,5,7082.5,6850,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(15).fcs
EN668,2021-07-18T02:58:01+00:00,40.1857,-70.8838,5,7452.5,6975,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(16).fcs
EN668,2021-07-18T03:00:22+00:00,40.1829,-70.8837,5,7795,6672.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(17).fcs
EN668,2021-07-18T03:02:44+00:00,40.1789,-70.8832,5,7250,7030,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(18).fcs
EN668,2021-07-18T03:05:05+00:00,40.1762,-70.8831,5,7390,7045,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(19).fcs
EN668,2021-07-18T03:07:27+00:00,40.1735,-70.8829,5,7352.5,7370,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(20).fcs
EN668,2021-07-18T03:09:48+00:00,40.1693,-70.8824,5,8057.5,7380,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(21).fcs
EN668,2021-07-18T03:12:09+00:00,40.1666,-70.8821,5,7955,7240,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(22).fcs
EN668,2021-07-18T03:14:31+00:00,40.1624,-70.8817,5,7977.5,6837.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(23).fcs
EN668,2021-07-18T03:16:52+00:00,40.1596,-70.8816,5,8050,6840,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(24).fcs
EN668,2021-07-18T03:19:14+00:00,40.1569,-70.8812,5,8125,6650,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(25).fcs
EN668,2021-07-18T03:21:35+00:00,40.153,-70.8808,5,8065,6542.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(26).fcs
EN668,2021-07-18T03:23:56+00:00,40.1503,-70.8806,5,7767.5,6887.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(27).fcs
EN668,2021-07-18T03:26:17+00:00,40.1476,-70.8802,5,7795,6857.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(28).fcs
EN668,2021-07-18T03:28:39+00:00,40.1435,-70.8796,5,7717.5,6782.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(29).fcs
EN668,2021-07-18T03:31:00+00:00,40.1407,-70.8793,5,7090,6977.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(30).fcs
EN668,2021-07-18T03:33:22+00:00,40.1378,-70.8791,5,5867.5,7365,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(31).fcs
EN668,2021-07-18T03:35:43+00:00,40.1337,-70.8789,5,4102.5,8202.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(32).fcs
EN668,2021-07-18T03:38:04+00:00,40.1309,-70.8788,5,3112.5,8822.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(33).fcs
EN668,2021-07-18T03:40:25+00:00,40.1281,-70.879,5,2675,9717.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(34).fcs
EN668,2021-07-18T03:42:47+00:00,40.124,-70.8793,5,2257.5,9455,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(35).fcs
EN668,2021-07-18T03:45:08+00:00,40.1213,-70.8794,5,2025,9737.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(36).fcs
EN668,2021-07-18T03:47:29+00:00,40.1185,-70.8794,5,2002.5,9965,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(37).fcs
EN668,2021-07-18T03:49:51+00:00,40.1143,-70.8798,5,1700,10495,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(38).fcs
EN668,2021-07-18T03:52:12+00:00,40.1117,-70.8805,5,1720,10617.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(39).fcs
EN668,2021-07-18T03:54:33+00:00,40.1078,-70.8821,5,1660,11165,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(40).fcs
EN668,2021-07-18T03:56:55+00:00,40.1053,-70.8829,5,1505,11882.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(41).fcs
EN668,2021-07-18T03:59:16+00:00,40.1027,-70.8838,5,1417.5,12665,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(42).fcs
EN668,2021-07-18T04:01:37+00:00,40.0989,-70.8852,5,1352.5,13217.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(43).fcs
EN668,2021-07-18T04:03:59+00:00,40.0964,-70.886,5,1297.5,12517.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(44).fcs
EN668,2021-07-18T04:06:20+00:00,40.0938,-70.8869,5,1467.5,12852.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(45).fcs
EN668,2021-07-18T04:08:42+00:00,40.0899,-70.8884,5,1407.5,13902.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(46).fcs
EN668,2021-07-18T04:11:03+00:00,40.0872,-70.889,5,1347.5,13895,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(47).fcs
EN668,2021-07-18T04:13:24+00:00,40.0846,-70.8889,5,1397.5,14617.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(48).fcs
EN668,2021-07-18T04:15:45+00:00,40.0803,-70.8887,5,1887.5,15650,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(49).fcs
EN668,2021-07-18T04:18:07+00:00,40.0776,-70.8879,5,1995,16472.5,0.4,NESLTER_EN668_18Jul2021a(3)_Group_day0_Sample(50).fcs
EN668,2021-07-18T04:20:39+00:00,40.0737,-70.887,5,3057.5,16067.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(1).fcs
EN668,2021-07-18T04:23:00+00:00,40.0712,-70.8864,5,4017.5,15477.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(2).fcs
EN668,2021-07-18T04:25:22+00:00,40.0692,-70.8844,5,3650,15005,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(3).fcs
EN668,2021-07-18T04:27:43+00:00,40.066,-70.8823,5,3882.5,14420,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(4).fcs
EN668,2021-07-18T04:30:04+00:00,40.0635,-70.8822,5,3770,14515,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(5).fcs
EN668,2021-07-18T04:32:26+00:00,40.0609,-70.8822,5,3095,15085,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(6).fcs
EN668,2021-07-18T04:34:47+00:00,40.0572,-70.8816,5,2670,14892.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(7).fcs
EN668,2021-07-18T04:37:08+00:00,40.0548,-70.8823,5,2577.5,14702.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(8).fcs
EN668,2021-07-18T04:41:51+00:00,40.0486,-70.8835,5,3167.5,13280,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(10).fcs
EN668,2021-07-18T04:44:12+00:00,40.0461,-70.8839,5,3167.5,13085,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(11).fcs
EN668,2021-07-18T04:46:34+00:00,40.0428,-70.8855,5,3010,12932.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(12).fcs
EN668,2021-07-18T04:48:55+00:00,40.0401,-70.8864,5,3002.5,12790,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(13).fcs
EN668,2021-07-18T04:51:16+00:00,40.0376,-70.8877,5,2865,12892.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(14).fcs
EN668,2021-07-18T04:53:38+00:00,40.0337,-70.8902,5,3302.5,12917.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(15).fcs
EN668,2021-07-18T04:55:59+00:00,40.031,-70.8917,5,3432.5,12810,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(16).fcs
EN668,2021-07-18T04:58:20+00:00,40.0283,-70.8929,5,3252.5,12772.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(17).fcs
EN668,2021-07-18T05:00:42+00:00,40.0242,-70.8946,5,3545,12257.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(18).fcs
EN668,2021-07-18T05:03:03+00:00,40.0215,-70.8958,5,3502.5,12855,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(19).fcs
EN668,2021-07-18T05:05:24+00:00,40.0187,-70.8962,5,3595,13162.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(20).fcs
EN668,2021-07-18T05:07:46+00:00,40.0144,-70.8957,5,3185,13777.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(21).fcs
EN668,2021-07-18T05:10:07+00:00,40.0116,-70.8958,5,3387.5,14297.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(22).fcs
EN668,2021-07-18T05:12:28+00:00,40.0086,-70.8956,5,3137.5,14887.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(23).fcs
EN668,2021-07-18T05:14:50+00:00,40.0044,-70.8953,5,2677.5,15870,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(24).fcs
EN668,2021-07-18T05:17:11+00:00,40.0015,-70.895,5,2627.5,16020,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(25).fcs
EN668,2021-07-18T05:19:32+00:00,39.9973,-70.8946,5,2067.5,16290,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(26).fcs
EN668,2021-07-18T05:21:54+00:00,39.9945,-70.895,5,2127.5,15727.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(27).fcs
EN668,2021-07-18T05:24:15+00:00,39.9918,-70.8955,5,2265,15687.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(28).fcs
EN668,2021-07-18T05:26:37+00:00,39.9877,-70.8959,5,2182.5,14535,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(29).fcs
EN668,2021-07-18T05:28:58+00:00,39.9851,-70.8961,5,1940,12220,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(30).fcs
EN668,2021-07-18T05:31:19+00:00,39.9825,-70.8965,5,2065,11722.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(31).fcs
EN668,2021-07-18T05:33:41+00:00,39.9791,-70.8969,5,2077.5,10937.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(32).fcs
EN668,2021-07-18T05:36:02+00:00,39.9772,-70.897,5,2050,11005,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(33).fcs
EN668,2021-07-18T05:38:23+00:00,39.9756,-70.8972,5,2287.5,11355,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(34).fcs
EN668,2021-07-18T05:40:45+00:00,39.9734,-70.8976,5,2242.5,11340,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(35).fcs
EN668,2021-07-18T05:43:06+00:00,39.9722,-70.8979,5,2270,11055,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(36).fcs
EN668,2021-07-18T05:45:27+00:00,39.971,-70.8983,5,2287.5,10870,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(37).fcs
EN668,2021-07-18T05:47:48+00:00,39.9691,-70.8988,5,2270,10880,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(38).fcs
EN668,2021-07-18T05:50:10+00:00,39.9679,-70.8993,5,2307.5,10942.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(39).fcs
EN668,2021-07-18T05:52:31+00:00,39.966,-70.8999,5,2127.5,11007.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(40).fcs
EN668,2021-07-18T05:54:53+00:00,39.9645,-70.9006,5,2050,10850,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(41).fcs
EN668,2021-07-18T05:57:14+00:00,39.9631,-70.901,5,1650,10355,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(42).fcs
EN668,2021-07-18T05:59:35+00:00,39.961,-70.9018,5,3067.5,9335,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(43).fcs
EN668,2021-07-18T06:01:57+00:00,39.9596,-70.9024,5,1577.5,10137.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(44).fcs
EN668,2021-07-18T06:04:18+00:00,39.9582,-70.9027,5,1685,10772.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(45).fcs
EN668,2021-07-18T06:06:39+00:00,39.9564,-70.9032,5,1542.5,11270,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(46).fcs
EN668,2021-07-18T06:09:00+00:00,39.9554,-70.9038,5,1990,12080,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(47).fcs
EN668,2021-07-18T06:11:22+00:00,39.9544,-70.9043,5,2005,12940,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(48).fcs
EN668,2021-07-18T06:13:43+00:00,39.9528,-70.9051,5,2092.5,14092.5,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(49).fcs
EN668,2021-07-18T06:16:05+00:00,39.9524,-70.9051,5,2570,14075,0.4,NESLTER_EN668_18Jul2021a(4)_Group_day0_Sample(50).fcs
EN668,2021-07-18T06:18:37+00:00,39.9511,-70.9049,5,2700,13990,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(1).fcs
EN668,2021-07-18T06:20:58+00:00,39.9505,-70.9052,5,2860,14805,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(2).fcs
EN668,2021-07-18T06:23:19+00:00,39.9497,-70.9053,5,2772.5,14232.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(3).fcs
EN668,2021-07-18T06:25:41+00:00,39.9485,-70.9055,5,2815,15222.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(4).fcs
EN668,2021-07-18T06:28:02+00:00,39.9477,-70.9057,5,3230,14972.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(5).fcs
EN668,2021-07-18T06:30:24+00:00,39.9468,-70.9058,5,3437.5,15587.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(6).fcs
EN668,2021-07-18T06:32:45+00:00,39.9455,-70.9061,5,3265,16317.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(7).fcs
EN668,2021-07-18T06:35:06+00:00,39.9447,-70.9064,5,3392.5,15877.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(8).fcs
EN668,2021-07-18T06:37:27+00:00,39.9439,-70.9064,5,3150,15815,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(9).fcs
EN668,2021-07-18T06:39:49+00:00,39.9429,-70.9064,5,3285,16122.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(10).fcs
EN668,2021-07-18T06:42:10+00:00,39.9421,-70.9067,5,3470,15525,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(11).fcs
EN668,2021-07-18T06:44:31+00:00,39.941,-70.9069,5,4340,16167.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(12).fcs
EN668,2021-07-18T06:46:53+00:00,39.9404,-70.9069,5,4630,16382.5,0.4,NESLTER_EN668_18Jul2021a(5)_Group_day0_Sample(13).fcs
